Ulasan,Rating
mantap rapi packing nya cuma kirim sesuai kira padahal pakai sameday terima kasih,4
recomended sesuai skripsi,4
bungkus paket tebal sangat aman pas buka kok gores jam moga aja barang awet terima kasih,4
jam keren buat anak2 pesan cepat pakcing aman,4
overall bagus sesuai deskripsi harga saing respon jual kasih bintang 5 buat kurir nya lama 3 hari baru sampe biasa 1 hari udh sampe hadehh oke thank,4
warna sesuai pesan,4
produk original gin beli online ada kartu garansi smoga diaktifikan sistem ya respon slow,4
produk sesuai deskripsi jual,4
sesuai harga,4
samsung tab nya sampe packing aman bubblewrap tebal dus ada penyok msh plastik segel tapi harga nota beda yah hahaha proses nya k,4
lambat respon kirim,4
kirim cepat packing sangat aman cuman gimana gitu harga faktur lebih murah harga toped ongkir tidak pake asuransi padahal pilih as,4
coba nyalakandicoba klo ssh bintang saya gantikarena beli buat ibu kirim emas baik harga murahmakasi,4
ko hp gampang panas y produk org kan y,4
selamat tuju kamera kurang bagus,4
mantap uga wkwkwk,4
barang sesuai deskripsi proses barang kl mohon lebih cepat kl pilih instant courier,4
pas sesuai pict pesan moga berkah next order kalo bonus v,4
packing aman barang,4
bintang 4 dl krna kotak sedikit peyot dak robek plastik buka buat hadiah moga hp nya ada masalah amien,4
barang nyampe,4
barang bagus jauh no problem layan adminnya cukup cepet saja kemaren lambat kirim mungkin efek harbolnas sen numpuk jadi,4
barang original packing bagus cuman charger nya pecah,4
pas sujud cbacaany renti jdi sesuain letak kaki kening kpla ribet sih kirim cepat,4
pecking bagus,4
packing aman banget berlapis2pengiriman cepatbarang ini bagus invoice beda sama chek out,4
barang original performa lancar layar nya bikin sakit mata,4
packing kurang aman bubble tebal ada bagi dus tablet peyok kirim,4
seller responnya lumayan proses lama order malam minggu proses senin siang sore kurir gagal pick up baru hasil pick up jelang senin malam,4
kemas rapi aman kirim lumayan capat kalau untuk hp beri earphone headset screen protection soft case,4
barang original sayang warna sesuai pesan pesan hitam,4
terima kasih pak nyata batre boros kira batre bocor layan,4
ukur sesuai garansi resmi manual booknya jelas,4
sellernya tapi produk kurang hapenya panas banget pas baru pakai,4
normal semua sayang dus kata headsetnya nyata headsetnya ada barang lumayan aku senang ma kasih,4
barang baru sampe sempat dtest cuma lama dpengiriman kmrn ganti kurir br td pagi hasil k pickup,4
oke lah,4
seller fast respon packing aman barang bagus sesuai deskripsi sayang sen warna putih kirim warna hitam untung pakai buat sendiri bukan cewek pa,4
sen green sampe nya warna karena males ribet kirim nya kalo mo tuker yaudah gpp warna aja bnib fungsi semua normal moga awet thx,4
barang terima baik moga awet,4
garansi toko garansi resmi ram besar barang original baterenya awet,4
bagi bawah dekat tombol home blur warna hitam,1
barang sesuai deskripsitapi barang distributor,1
payah hp mahal2 dus penyok tidak kartu garansi1 bintang om,1
pengirimanya lama tanya baru kirim pas pese biru nya pink buta warna kali mimin nya,1
layan parah hati hati belanja sini,1
klik ram 332 yang dtng 232,1
beberapa kali beli hp toko baru kali saya kecewa hp baru 4 hari datang udah rusak kasih saran sama toko suruh service center service cent,1
led nya rusak,1
pecah tgnya bang,1
double cek jual barang sampai hari esok krna pilih pket yes jne trnyata nyampe 2 hari kemudian tau barang bagus tidak krna dan,1
kemas super tipis sebab sakit darah kemas kardus hp,1
kecewahp baru 1 hari pkelcd dah bergarisgak respon selle,1
deskripsi barang segelsaya beli 3unit buat jual lagitp malah segel dibukain buat aktifasi jual jujur,1
terima barang sama sekali,1
warna sesuai,1
pesan ke2 isi nya batu terus entah siapa salah untung asuransi rekam unbox paket sekian terima kasih,1
barang hilang uang kembali sekarang,1
kapok blnja disni,1
toko tidak bertangung jawab,1
jual konfirmasi kalo repack,1
ada konfirmasi kalo repack,1
parah repack semuaaaaa,1
beli 8 unit repack semua,1
repackkkkk coy,1
request invoice malah kasih,1
jangan beli deh sini masak hp baru posisi hp sesuai biasa sudah pernah buka belum set hp lengkap ada kepala charger i,1
pesan hitam kirim putih,1
barang pernah nyampe,1
barang sesuai pesanana,1
barang ripek,1
kok ada chargernya,1
di note greyblue no repackeh kirim whiterepack garansi aktif sejak meiparah,1
barang sampai imei daftar telah cek aplikasi devcheck nyata kamera utama cuma 12mp bukan 50mp mungkin hp nya memang asli tpi bukan real,1
2x gua order minta nota pernah kasih,1
barang bagus sesuai masalah pihak kurir si cepat alih kirim barang kurir jadi waktu kirim sangat lama tdak di tracki,1
hp nya sering eror hang sering mati tiba2 pdahal baru 1 hari pake tahu pdhal wktu buka barang msh segel baru mhn tunjuk,1
pilih centang aplikasi toped warna grey yang dateng warna biru minta tukar bukan salah saya saya suka warna cerah p,1
barang repack,1
hmm ram 6gb kayak cuma gimmick hp nya kaya bekas dipake layar banyak gores2 memori internal nyata cuman 64 gb,1
jangan anter go send bahaya,1
dus penyok packing cuman bubble warp aja nya pake dus rasa rugi,1
ada hansednya,1
peking nya kurang bagus,1
kartu garansi kaga,1
hpnya restart terus terus otomatis kalau dibiarin jadi overheat jadi hp selalu kondisi mati tidak overheat,1
biasa aja,1
bisa buka menu error,1
lama kurir lambat,1
admin nya blagu pake banget tanya kirim jam brp karna lewat janji jam kirim malah suruh aju cancel baru kali belanja online ketemu super som,1
baru hari beli hp restart terus cas rapat dichat sellernya read doang gajelas rugi,1
barang cacat apa ganti,1
barang bagus playanannya kurang ramah,1
barang bagus plyanannya kurang ramah,1
barang bagus playanannya yang kurang ramah,1
barang tiba bisa nyala playanannya kurang ramah akhir mesti kluarkan uang buat krim oppo,1
make sure toko toko salah kirim barang balas chat nya sangat sopannsaya trima barang memang ad video unboxing makanya tanya,1
dapat cash back,1
pas udah lama buka baru sadar skrg hands free kok ada biasa beli hp dulu ada hands free,1
hp baru nyala sampe 5 jam udah mati total ketika tanya sama jual cuma suruh bawa xiaomi dekat sangat bantu sekali,1
layar screen flickering kadang muncul cahaya biru kanan kiri solusinyabdiapain ntar bintang diupdate kalau masalah udah ilang,1
dapat unit kamera rusak buat vidio gambar semut hitam kecil blur kecewa banget,1
kata packingnya aman sekali cuma dus doang pakai bubblewarp,1
jual bohong warna beda,1
bantu dapat fail product,1
sedih buang2 uang,1
barang kosong,1
bulan sudh rusak,1
sen warna white kasih polar white mau gimana moga kali layan lebih tingkat,1
kan udah d ketik catat kalau pesan black datang blue minta nota beli tidak d kasih,1
seller gede peyanan nya nol besar da ramah nya order tanya sedia warna tapi waktu mau pilih warna ada sudah kasih note warna eh,1
jual cuma 1 warna pilih tampil 3 pilih putih kirim grey chat sudah ingat kalo warna putih adminnya songong,1
rasa rugi iklan nya,1
layan oke saja lalai jual dapat produk mode demo buat rugi ongkir waktu beli ongkir kirim barang tidak d,1
hp panas garansi buka bulan january 2022 beli bulan mei 2022,1
kirim lama skli pihak tokopedia waktu investigasi barang tllu lama sd 7 hari waktu tggu pdhal jelas brgnya salah alamat harus manado tpi kirim sidioa,1
repack paraaaaaahh seller penipusebelum order tanya barang repack bukanjawab bukan nyata pas cek barang udah buka bulan aprilauto hapus aplikasi,1
bintang 1 ramah charger mati bisa guna,1
hp baru segelkok ada kartu garansi dalam kotak hp nyakecewa,1
kecewa sama barang belum auto bintang 1 buat toko iniga aman beli sini,1
dapet kesbek males,1
barang repack deskripsisial kena tipu official,1
tipu lihat ulasanternyata barang repack semua,1
nyata bisa pake simcard mau retur gaboleh,1
baru beberapa hari hp sering restart sendiri,1
beli 2 unit 30i datang 1unit 30i 1 unit kardus hp kosong tau salah di jasa kirim seller pusat resolusi saya kirim video unboxing k,1
batrenya error cas lama penuh tidak penuh2,1
barang terima barang hilang sicepat dapat dana refund,1
produk di jual sesuai spesifikasi di tuli sama jual deskripsi iklan,1
dapat kartugarsnsi resmi,1
kurir marah marah,1
dus pnya pda penyokrapping buble kurang tebal,1
official store ala ala sedih kualitas os tokopedia kayak gin packing aman cuma buble tipis banyak toko bagus non os tokopedia,1
baru bulan udah error gabisa digunain,1
baru 3 bulan pakai rusak cepat panas 5 menit pakai udh panas layar rusak padahal jatuh kecewa,1
udah tanya udah sepakat udah ngasih notes ikut no inv tidak kirim sesuai minta,1
janji langsung kirim hari sama nyata kirim seller banyak alas,1
screen nya jelek sekali jangan beli hp tukar toko tolak saran cari hp model di toko yang mau kerjasama,1
benar respon toko lumayan baik sayang kirim pesan pakai jasa jne sangat kecewa barang sampai tidak kabar berita hingga lewat biasa,1
batal coi tidak jelas,1
baru kali ni barang parahmgkin stok tigal 1 jadi kasih barang bekas demo displaypoto2 konter ny adad body lecetnyaplastik charger tid,1
produk sesuai kirim sangat lama sekali pakai kurir sicepat pesan tgl 5 desember 2023 barang 17 desember 2023 18 hari tuju kota medan,1
puas,1
toko gajelas pesan warna hitam uda confirm hitam kirim gold recommended,1
over all 1 bener2 bikin kecewa kamera nya udah 34 kali nonton review itel s23 kamera lumayan tapi kenapa saya beli kamera sangat,1
bintang 1 dlukarena bom buka dust nya,1
sehat selalu buat admin nya,1
layar gores,1
hp beri hape bekas retur beli baru 1 bulan riwayat guna udh 6bulan cek di service center ada itikad baik seller malah suruh service sen,1
harap hatihati beli produk xami alangkah kaget saya beli produk vacuum cleaner 1 tahun pakai vacuumnya rusak ingin diservice d,1
barang sampai,1
jasa kirim ny lama,1
sering hang cepat panas dan kadang keyboardnya sering hang di restart ampun,1
hape tiba2 mati total bisa dicharge,1
sangat puas karna semua barang di jual barang rejected masa beli hp realmi c35 baru 2 hari batrai nya boros bener bener tipu,1
jual kurang respec sama barang lama sampaisprti pasrah aja sama tokopedia baik baik aja si jual 2tokopedia sangat2 baiksaat d komplain ada sama se,1
cas nya ngisi spertinya kabel data nya jelek,1
barang rejeck seller gamau tanggung jawab mau kembali malah otomatis terima sama tokpednya rekomendasi,1
pesan hilang pihak ekspedisi waktu selesai masalah sangat lama tunggu lama pesan langsung selesai pihak tokopedia konfirm,1
hp gampang panas gada esim casing belakang habis bongkar sesuatu nyankut dalam case belakang liat luar barang bongkar,1
baru pertama beli official store kok gin toko lepas tangan jelas produk jual masalah baru beli terus coba nyalain hp baru cas 1x cas or,1
tahun udah ada masalah aja pake fingerprint fungsi lah beli akhir mei sekarang february udah rusak parah sekali,1
pilih kirim mahal biar cepat sampaiternyata sama dengan murah,1
tim ekspedisi hanya lambat juga barang sampai hilang,1
entah sial apa pakai baru 4 hari apk yang baru pakai cm wa fb tbtb hp stuck logo bootloop bawa sc kota saya,1
kurir kirim sangat lama jual ramah bantu follow up ekspediisi padahal paket jelas masalah,1
jangan beli toko,1
ramah layan kirim lama sampai sekarang barang masalah,1
kecewa jual mohon maaf penting layan beli fokus sistem,1
bilang nya travel charger 2x tanya jawab sama sangat yakin dapat travel charger telah barang terima nyata ada travel,1
baru 3 hari pakai langsung layar blank kondisi hp mulai hangat kecewa kondisi buka segel sampai,1
jual kurqng bantu followup kirim,1
hp makin hari makin susah dicharge tidak fast charging,1
barang betul dikirimpesanan selesai pihak toko kirim gojek buat ambil barang kata mau direturkatanya barang tg terima barang display kurir,1
power off bisa guna hp bisa mati batrei habis,1
bagi layar atas debu masuk layar sempet foto langsung jual,1
pesan warna apa kirim warna apa asal siap doank,1
sya kecewa pihak toko bisa bantu komplain sya,1
jual kurang ramah bantu beli masalah kirim telat masalah kecewa kelas toko gede layan kayak giru,1
kapok belanja sini lagi belanja toko kirim super lamakecewa berat blg barang di serah proses kirim tidak sesuai expetasi ali,1
barang orikliatan bgtmdah2an jnn yang ktipu,1
anda tukar produk beri 5,1
kotak handphone nya penyok penyok harus lebih bagus packing nya,1
parah kamera hancur kira hapusin game kamera bagus tobat belanja lapak bagus xiaomi langsung,1
rugi orang belanja toko lht bintang 1 nya banyak belanja tgl 6 juni uang kembali 17 julitoko paling not rekomend tokopedia lama pe,1
deskripsi mag chargerpower bank wireles kirim cuma ada mag pad,1
ada adapter chargernya,1
hati2 barang bekas rusak hp bisa nyala casing dekil bekas ada charger ada kabel komplain toko lepas tangan jgn beli toko,1
datang hp rusak,1
sekali beli sini nyesel umur hidup tidak bakal beli kesini hati2 mo beli hati hati tipu beli hp kirim kardus kosong hati2 dah nyesel banget beli s,1
order sesuai warna pilih pesan warna dark blue datang warna grey,1
sensitifitas buruk bukan hp rekomend skip for this one bener rekomendasi hp nya,1
pngiriman pake nect day dapet jne yesehhh jne nya lama kirim nya,1
barang sampai selamat info doang charger realme skrg merek supervooc ya dapat dalam kotak pas unboxing bukan mere,1
proses lamaklo ada unit kasih tau dong gan pesan biru ko kirim hitam hadeeehh,2
hp hidup restart terus cek dulu kirim gan kalau kayak gin beli rugi entah bisa servis tidak layan sih o,2
beli wrn gold datang wrn hitam box segel buka sana tlg tingkat kualitas qc nya sblm krm cust,2
beli bulan 5 segel repack cek oppo y garansi udah jalan bulan 2 langsung retur,2
produk terima ada batre gembung tidak nyala sama sekali,2
alangkah baik wrapping plastik padahal di note di wrapping plastik rapih karna di jual,2
pilih warna sesuai,2
speaker rusak cepet panas gampang ngelag jalanin aplikasi standar parah baterai drop,2
kirim cepat kok dos nya penyok,2
pabrik gimana koq casingnya banyak lem beber gitu puas jadi beli barang baru resmi garansi koq begini,2
beli hp sampai garam proses klaim lambat dana nya jadi endap padahal butuh cepat,2
penyok barang parah masa official store begini,2
harga konsumen barang beli pake duit asa ada harga tu paket cuma lap bubble wrap tok minimal cari kardus bekas kek biar lebih jaga,2
pesan warna sesuai,2
hp nya masalah hari pakai tiba2 mati hidup sendiri,2
beli warna graphite datang warna violet,2
beli dua kecewa informasi jual kata garansi aktif 23 minggu barang nyata udah jalan 3 bulan baik pikir,2
hp masalah tlp wa denger suara penelpn di telpon bisa denger suara sini apa,2
power adapter konslet padahal guna ada 2 bulan,2
packing tipis sekali buble nya penyok nih barang jadi tambah dus kek lebih tebal packing hp kaya packing maenan bocah,2
wrap plastik sobek2,2
barang istimewa juta maaf kasih bintang penuh order tgl 5 nov bom jam 11 terima kurir jam 19 kurir telat kirim alhamdulilah bisa sampe sekali,2
respon mantap sayang aktivasi bulan desember hp di aktivasi garansi sudah jalan full 1 tahun,2
malas komen,2
next day asa reguler,2
sering beli sini baru kali dapat repack aktif january next ada repack infoin bos udah jalan 1 bulan garansi,2
maaf banget unit saya kabel charger nya rusak udah coba hape maupun kepala charger tapi hasil sama kabel charger bisa paka,2
cas kadang masuk kadang kaga hp kalow kaga pake batre nya terus turun,2
kecewa beratt charger support quickcharging sesuai deskripsi seperti charger original,2
pesan jumat sore jam 530 ongkir instan sampai sabtu sore jam 4 kalau pesan sesuai kecewa kirim lama,2
adminya jutek turut,2
beli blue kirim black,2
comit ama inboxnya,2
lamaaaaaaa nyampeknya,2
harga selisih mahal,2
kalo memang varian 364 beda modul kamera 232 pasang aja foto varian 364 jangan pasang foto biar beli kecoh barang yang,2
batrenya kembung suruh balikin malesss soal lama lagi jadi depan lebih baik lagi,2
packing kurang aman dos hp penyok,2
pas buka retak sedikit karna pikir videoin pas unboxing jadi bisa claim lancar selalu mantap,2
maaf baru posting barang tapi bisa cas hp nya akhir pakai cas an tetangga,2
1 error musti customer servis sendiri,2
dus penyok kl komplain lempar salah nya kurir padahal mau buat jual,2
lama kirim nya,2
barang moga awet kirim lama,2
kirim lembet euy,2
update miui baru camera fungsi bisa foto video solusi,2
barang bagus pngriman lama skli hp pesan org bukan punya thnks,2
barang cuma segel plastik dus segel nya ada kartu garansi bilang nya garansi toko tidak ada kartu garansi mungkin barang recondisi barang s,2
paking lurang aman penyok dus hp,2
memang kalau produk akhir masalah ni baru pakai mesin hp goyang,2
hape 3 juta 3 tahun lalu lebh baik dri hp endorse youtuber naik barang sesuai ekpetasi kalau mau ganti hp mending mikir,2
fisik handphone kondisi oke saja aplikasisoftware bawa galeri jam kalkulator ada mungkin bukan salah jual jadi salah pab,2
kirim sesuai pesan minta hitam kirim wrna,2
kepala cashan tiba tiba tak di guna,2
udah tulis minta warna hitam eh tetap kirim warna hijau sangat kecewa,2
kecewa sih packaging kirim bagus beli barang 9 unit datang dus hp nya 3 penyok padahal minta paking bagus tidak kasih bubble wrap,2
minta warna putih kasih biru kali perhati pesan beli jangan asal kirim terima kasih,2
barang jual repack jual awal jujur tau cek aktivasi garansi xiaomi hp masalah speed wifi maksimal di banding hp samsung s7,2
hp baru tpi kaya bekaslayar bnyak bekas tangandn ad tampered glass bawa hp,2
kualitas kamerany kadang buram sama kaya samsung asliny hpny enteng kaya hp illegalmudah2 han pnjual bkal dapat balassan samasy sblum mnbeli lihat komen2,2
jual asih terang sesuai kurir sangat lama antar,2
ganti bintang baru respon jawab pihak toko,2
beli sini extra sabar gaes,2
curiga repacking cuman mau sudzon kotak robek gitu,2
hotspot cuma dipake awal aja telah bisa dipake kirim rekomendasi lambat hampir 1 minggu barang baru sampe,2
aktifitas jalan 3 bulanpadahal beli baru 1bulan lewat 8 hari hp sedikit bengkok,2
kirim pakai si cepat ekspres jadi si lambat superr ekspres estimasi tiba lewat tiba panjang estimasi paksa jemput sendiri sudah bya,2
semua bagus batre lobet terus pdahal 15 batrenya sempet bisa cas hapenya,2
minta warna hitam kasih slver,2
minta ungu kirim hitam hadeh,2
repack yah repack bukan 4 bulan kaliii bilang baru,2
barang aneh barang inter bukan pabrikan indonesia baterai sedikit kembung mungkin yang bikin kapasitas baterai 5000 mah cepat habis terimakasih atas alam,2
barang bagus murah kirim cepat gada kurang cuman sayang panas padahal beli buat wrap paking dus hp bukan buat ringin rambut jadi paksa beli 2x merk y,2
kirim nya super lama,2
barang rusak gag di retur,2
gimana om,2
barang nyata repack bukan segel original kirim mode udah nyala baterai tinggal 2 persen banyak bekas sidik jadi hpnya,2
warna sesuai varian,2
warna sesuai varianclickbait,2
penyok parahpacking kurang aman,2
kirim cepat langsung respon toko nya,2
halo rasa masalah jaring hp saat main game moba lag sangat asa banding hp dulu spesifikasi hp yang,2
sen black kirim blue bilang kirim hari sama tidak proses kecewa,3
banyak penyoksegel di terbukatanpa wrap plastik,3
beli 2 1 plastik sobek hiks,3
yang penyok 1 unit entah mungkin packing bubble dus mohon depan nya lebih baik,3
review para resellerdus nya telanjang pakai wrap plastikdan penyok sana sinitidak segel dushanya 2 segel lenovo sudah void semua,3
packingnya kurang rapi dus nya penyok dikit kirim cepat,3
coba dulu kalo baru jempol,3
barang biasa aja sesuai harga barang luar biasa lama ntah salah toped seller rasa mmg toped tidak beres gosend skrg lama sampenya makin,3
baterenya cepet banget abis,3
barang original layan toko jempol mantaphp nya okcmn layar kecewa saya pribadi gambar hasil cenderung sangat merahfoto biasa,3
anggep aj apes dapet backdoor rapet moga tidak ad masalah buat depa tks gan,3
barang mantap,3
lumayan kecewa banget karna dapet barang tidak segel padahal buat jual,3
hair dryernya berisik fungsi baik,3
belanja 2 apa 3x sini lupa lupa inget semua sihh wlpn beli buat jual thx sukses sll boss,3
barang sampai,3
hp aman kirim aman saya kan jarang pake kamera terus kemarinkemarin baru sadar kalo kamera aneh bagi tengah warna merah,3
packing pakai bubble hasil nya lihat sendiri foto,3
order 2u 1 penyokmungkin packingnya perlu tingkat,3
kirim cepet seller ramah kecewa minta warna green kirim starblue konfirmasi,3
dapat temper glas nya,3
cahaya merah tengah hp,3
emang ada segel infinix kanan kiri pojok dos gimana kurang paham moga aman,3
deal warna kirim beda sama sekali yang di tawar,3
kurir lambat,3
lama emas,3
haduh repack gan padahal klo beli biasa repack pas order udah tulis no repack eh kirim barang repack,3
kamera kurang bagus gan,3
pecah gayss tg nya,3
3 dulu masih tau bagus nya moga awet,3
antar lama but overall good,3
tidak nilai kait produk barang hilang jalan pihak kurir hilang investigasi nyata selesai dana kembali post,3
bubble kurang tebal paket penyok lumayan parah produk sesuai deskripsi sekian terima kasih,3
fast respon packing aman power onoff sedikit masalah,3
sering error isi batrei lama aplikasi wa tak kliatan nama kalo telp masuk,3
fast respon kirim cepat dus penyok dikit bos,3
barang sesuai gambar,3
warna pes sesuai order warna hitam sampe warna putih,3
warna beda sama di pesan,3
maaf sedikit kecewa kasih warna silver padahal chat udh minta warna dark jual udah iya,3
ngelag tidak headset,3
kualitas warna video gambar kurang bagus warna soft tidak nyaman lihat,3
bingung mau ngasih ulas apa soal hpnya ilang sama kurir duit tetap direfund asuransi tokped,3
tulis pesan proses 4jam ini proses 3 hari baru kirim lama proses packing kecewa nilai plus produk bagus,3
proses pesan cepat,3
dus penyet packingan aman,3
produk oke gada masalah packing bagus aja layan payah ramah kalo bayar doang telah jawab enak doang,3
layan mohon tingkat kanlebih ramah,3
kabel charger support fast chargingsuper charge tukar kabel merk baru muncul super charge,3
layan cepat ramah packing bubble wrap tipis banget dus yang penyok,3
apa sampai chat sesuai,3
deskripsi warna blue ready nyata nya kosong tambah kurir nya lambat,3
barang cuma ujung dus hp penyok packing kardus tambah bungkus bubble wrap tipis saran kalo kardus tambah baik bubble wrapnya,3
sayang repack baru beli hari tapi udh aktif bulan kemarin moga ada masalah enggak kalau tulis deskripsi kasih tau beli dulu ki,3
charger fungsi jadi nya beli deh konsultasi seller suruh service centre abis minta surat kesana baru kirim toko hadeuh bolak,3
barang original kemas segel spesifikasi sesuai warna sesuai pesan lengkap sesuai,3
kirim cepat minta grey kirim black,3
mantapbarangnya original,3
produk original barang resmi garansi hardware build quality spec mumpuni osnya mi os mungkin cocok bagi orang,3
barang original kemas segel garansi resmi warna sesuai pesan spesifikasi sesuai lengkap sesuai,3
paking kurang baik ada buble,3
ko dus nya pake plastik sya hp ken aja ka,3
barang bagus kartu garansi nya,3
barang sesuai pesan lama kirim,3
kardus box penyok,3
alhamdulillah paket nyampe selamat langgan baru terima untung marah seller kurir lama,3
alhamdulillah paket sampe selamat langgan ku hampir kecewa,3
well played barang original,3
barang original warna sesuai pesan barang mulus lengkap sesuai spesifikasi sesuai,3
barang original,3
barang original kemas segel kurang packing ad plastik bubble wrap tipis banget tau syukur hp nya kenapalain kali jng pelit bos plastik biasa,3
barang original garansi resmi packing nya aman saran hrs ad plastik bubble nya buat bagai beli ad rasa aman nya syukur hp nya kenap,3
kirim lambat kemas di lapis dus kemas segel,3
sampai selamat moga awet edit trnyata dead pixelshadow lihat pas cerah layar bawah 20 backgroud abu abu kondisi malam hari d,3
kemas segel sih chat kata jual bakal buka dulu arti repack imei daftar pas datang barang lecet dikit di bagi tg bawa,3
barang original kemas segel warna sesuai pesan,3
ada gratis casing condom hpnya,3
barang original moga awet tahan lama ngrejekeni jual fast respon problem kirim lot beda biasa,3
waktu nyala hp nya nyata pernah hidup karna langsung masuk menu bukan aktivasi dulu,3
fast respond barang cuman kabel charge yang rusak bisa nge charge jadi beli kabel charge luar itu aman charge,3
sesuai packing aman keluar pulau abang jual fast respond banget salam untuk jne cepat aman professional semua imei daftar bea,3
kamera depan jelas,3
oke terima kasih barang terima sesuai gambar kirim on schedule,3
smoga awet,3
puas pasang tempred glass nya miring rata lah gpp,3
payah dos penyok packing safe buble aja ada trs kurang tebal pdhl uda minta packing aman,3
terimakasih udah moga tetap lancar penjualanya usaha kirim sesuai jadwal beli,3
order grey kirim biru,3
tau ni handphone emang headsetnya pabrik ato gimana pasti headsetnya ada soal lama beli hp baru headset selalu ada,3
warna sesuai pesan buble kurang tebal kondisi handphone mantap lah thx,3
minta grey kirim hijau,3
waduh kotak box nya basah nih habis nyemplung,3
baru datang moga coba awet,3
kirim lama,3
kabel cas rusak,3
barang bagus karna jasa kirim kurang rapi jadi kotak penyok semua untung isi dalam apa kalau ganti jasa kirim lebih bagu,3
bagus sih barang alamat sesuai hm,3
produk original segel semua aman produk cuma respon jual dlm proses lama packing dibubble warp biasa terus kasih plastik rada kurang aman sebene,3
jual jujur stok barang sen gojek pagi malah d kirim besok,3
mantap betul proses cpt,3
barang bagus packing bagus cuma pesan warna grey malah datang warna biru lebih,3
respon cepat,3
kecewa sama kirim e lama,3
not bad thx yaa barang nya buat jual jadi tau bagus nya beli tidak komplain sihh jadi seperti nya thx,3
baterai handphone drop,3
sesuai pesan pesan warna grey kirim warna blue sangat sayang pihak jual konfirmasi terlebihdahulu ganti warna,3
hp nya kok cepet panas,3
udh dichat request warna hitam malah kasih ungu kecewa sih,3
mantap rekomended seller,5
barang dengan selamat cs sigap tim support nya fast response bantu aktivasi recomended,5
barang bagus kirim cepat seller responsif moga awet barang,5
mantav aman packing laptop kirim daerah jatim,5
adminnya fast respon infoin promo kupon jadi dapet potong harga alhamdulilah paket aman selamat daerah jatim mantav juga dapet fr,5
kirim langsung bubble tebal barang segel audah ditest moga order dan moga awet merk lokal,5
mantap sesuai nan,5
toko sangat amanah produk sesuai paling oke layan sangat baik fast respon kasih masukan2 yang oke mantap 5 stars amanah nya,5
toko recommended banget packing aman respon malam2 cepat kirim cepat pokok mantap laptop mantap banget recommended,5
toko responsif ramah barang terima baik fungsi,5
barang d cek moga ad kendala,5
packing kayu kuat,5
laptop sesuai spek pes telah coba fungsi denganbaik laptop lengkap kartu garansi sukses terus buat seller,5
mouse wirelessnya kerja baik responsif,5
keren abisss,5
barang masih segel spec sesuai harga,5
barang aman disulawesi selatan selamat kirim cepat gesit terimakasih pak kurir pak min toko,5
rog ally x barang original jual fast response jelasin a z mngenai preorder pngiriman nyesel la beli sini,5
barang nyala dah mudah2an awet,5
terima aman laptop fungsi baik sesuai pesan admin fast respon jawab tanya,5
seller terpacaya fast respon kondisi terima baik thanks buat bonus bonus nya,5
barang harga respon kirim,5
paking ny mantap barang cepet nyampe mmuuahh,5
sesuai deskripsi mantap,5
barang terima baik sudah pakai terima kasih,5
admin responsif banget moga kalo tanya balas btw makasih bonus nya sukses slalu,5
bagus terimakasih,5
produk original thanks,3
barang terima pesan sesuai layan ramah fast respond terima kasih,5
mantap barang sesuai pesan jual ramah layan kelas terima kasih moga awet nih makenya,5
barang terima baik benar,5
hype 5 amd x3 special edition jkt48 bonus jkt nya langsung ambil bocil wkwkwkwk bonus tas bagus kan malu buat dipake win 11 pro original bonus diinstallin office j,5
mantabbarang sesuai kirim aman,5
fast respons seller barang oke,5
skripsi original produk moga awet,5
barang sesuai pesan fungsi baik response jual cepat informatif overall toko recomended,5
mantabsesuai pesanankiriman cepatga pake drama drama,5
bintang bicara,5
barang baru garansj kirim cepat beli 4 langgganan,5
spesifikasi bagus baterai awet 78 jam pakai ngetik packing tebat aman ringan ukur cukup,5
mantaaaap pesan sampe sesuai pesan belum coba nih,5
admin nya super fast respon minta kirim hari sama dilayanin,5
seller fast response kirim super cepat aman,5
packing aman lengkap rapi kirim cepat hari sama,5
barang terima terimakasih,5
barang sesuai jual ramah,5
barang sesuai fungsi baik,5
baru hari sempat setting semua smooth fungsi mudah2an tahan lama,5
mantap fungsi baik seller sangat bantu,5
barang bagus sesuai mulus original mantap,5
jual respond cepat ramah barang sesuai deskripsi,5
seller ramah fast respon best dah poko,5
the best lah beli sini recommend banget,5
produk baik sesuai deskripsi seller quick respon kirim nya tepat waktu,5
overall good spec sesuai mudah2n awet,5
barang cepat kirim include install office,5
barang dateng kondisi segel tanpa cacat fitur lengkap sesuai deskripsi jual moga awet aftersalesnya sesuai janji seller maupun pabrikan,5
performance optimal laptop ringan generasi baru model keren tas nya kok beda dengan laptop lenovo belum,5
barang sampai selamat terima kasih seller,5
di u boxing spec sesuai laptop sesuai mantap seller super responsive terima kasih mudah2an awet barang lemgkap windows word ada,5
barang sesuai pesan barang baru bukan bekas mantap lah,5
seller responsif barang bagus cakep moga awet,5
packing rapihrespons cepat asli produk nya,5
mantap lh pokok bagus banget produk lokal harus support,5
packagingnya aman rapi respon admin cepat kirim cepat moga awer,5
kirim cepat,5
mantap barang sesuai packing aman kirim cepat,5
servicenya baik tanya jawab cepet besok beneran langsung kirim cepat dapet 3 bonus terbaikk sukses terusss,5
keren packing bener2 aman unik sesuai teview salah satu buyer sini kasih pegang paket barang datang aman seller respon cepat luar biasa ram,5
biar bintang bicara produk sesuai pokok mantap rekomendasi deh,5
