Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
arif,Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,Varian: 6/128 Black,Harga masih selisih agak mahal,2,Lebih dari 1 tahun lalu
R***o,Infinix Smart 6 3/64GB Garansi Resmi,Varian: 3/64 Ocean Wave,"tolong kalo memang varian 3/64 berbeda modul kameranya dengan yg 2/32..
pasang aja foto yg varian 3/64.. jangan pasang foto lain. biar pembeli tidak terkecoh..

barang yg...",2,Lebih dari 1 tahun lalu
rizky,Lava Benco V7 2/16 GB Garansi Resmi Imei Terdaftar,Varian: Merah,"Batrenya kembung, Suruh balikin, tapi malesss soalnya Lama lagii ...

jadi tolong kedepannya agar lebih Baik lagii ya ...",2,Lebih dari 1 tahun lalu
W***y,Xiaomi Poco X3 GT 8/128GG + 8/256GB Garansi Resmi,Varian: 8/128 Black,"Packing kurang Aman, dos hp penyok!!",2,Lebih dari 1 tahun lalu
sk,"Infinix Note 8 6/64 & 6/128 GB Garansi Resmi , IMEI terdaftar",Varian: 6GB 64GB - Iceland Fantasy,"pas di buka retak sedikit karna gak kepikiran di videoin pas unboxing  jadi gak bisa claim...

lancar selalu mantap..",2,Lebih dari 1 tahun lalu
Endang,"Infinix Smart 5 2/32 & 3/64 GB Garansi Resmi, IMEI terdaftar",Varian: 3GB 64GB - Cyan,maaf baru posting untuk barang ok tapi tdk bisa di cas hp nya dan akhirnya pakai cas an tetangga.......😭,2,Lebih dari 1 tahun lalu
PRO,Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar,Varian: 4GB 64GB - Grey,1 error musti ke customer servis sendiri,2,Lebih dari 1 tahun lalu
V***n,Redmi Note 10 4/64GB + 6/128GB Garansi Resmi,Varian: 4/64 White,Dapat dus PENYOK.. Kl komplain pasti lempar kesalahan nya di kurir... Padahal mau buat di jual lagi... 😔,2,Lebih dari 1 tahun lalu
christian,Infinix Hot 9 Play 4/64 GB Garansi Resmi,Varian: 4GB 64GB - Violet,agak lama pengiriman nya,2,Lebih dari 1 tahun lalu
,"Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar",Varian: 2GB 32GB - Gray,Barang semoga awet. Pengiriman lama,2,Lebih dari 1 tahun lalu
i***a,Infinix Hot 9 Play 4/64 GB Garansi Resmi,Varian: 4GB 64GB - Cyan,pengirimannya lembet euy,2,Lebih dari 1 tahun lalu
Wahyu,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,Varian: 4GB 64GB - GREY,"setelah update MIUI terbaru, camera tidak berfungsi. tidak bisa foto dan video. ada solusi?????",2,Lebih dari 1 tahun lalu
h***s,XIAOMI REDMI NOTE 8 RAM 4/64 GB,Varian: 4GB 64 GB PUTIH,"Barang bagus, pngriman lama skli. Hp pesanan org bukan punya sy. Thnks.",2,Lebih dari 1 tahun lalu
Febrilda,XIAOMI MI MAX 3 RAM 4/64 GB GLOBAL VERSION GARANSI DISTRIBUTOR,Varian: BLACK,"Barang cuma segel plastik, dus tidak ada segel nya, tidak ada kartu garansi.

Bilang nya garansi toko tapi ngga ada kartu garansi.

Mungkin barang recondisi atau barang s...",2,Lebih dari 1 tahun lalu
n***a,IPHONE 7 PLUS 128GB GARANSI DISTRIBUTOR,Varian: Emas,Buruk,2,Lebih dari 1 tahun lalu
Masrukin,Xiaomi Redmi Note 9 Pro 6/64 & 8/128 GB Garansi Resmi,Varian: 6GB 64GB - BLUE,Paking masih lurang aman masih penyok dus hp,2,Lebih dari 1 tahun lalu
Kindi,IPHONE 7 PLUS 128GB GARANSI DISTRIBUTOR,Varian: Hitam,"Memang kalau produk terakhir pasti bermasalah, ni baru dipakai, mesin hp sudah goyang",2,Lebih dari 1 tahun lalu
H***i,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,Varian: 6/128 Twilight,hape 3 jutaan 3 tahun yg lalu. masih lebh baik dri hp ini. endorse youtuber untuk naikan barang. g sesuai ekpetasi. kalau mau ganti hp mending mikir lagi.,2,Lebih dari 1 tahun lalu
a***n,Xiaomi Redmi Note 11 4/128 GB Garansi Resmi,Varian: 4/128 Grey,Ulasan tidak ditemukan,2,Lebih dari 1 tahun lalu
Aldiansyah,Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,Varian: 6/128 - BLUE,Ulasan tidak ditemukan,2,Lebih dari 1 tahun lalu
M***d,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 6/128 Black,"fisik handphone dalam kondisi oke, hanya saja aplikasi/software bawaan seperti galeri, jam, kalkulator tidak ada. mungkin bukan kesalahan penjual, bisa jadi kesalahan pab...",2,Lebih dari 1 tahun lalu
Joshton,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 6/128 Promo,dikirim ga sesuai pesanan. minta hitam kirim wrna lain.,2,Lebih dari 1 tahun lalu
Ferry,Xiaomi Redmi Note 11 Pro 5G 8/128 GB Garansi Resmi,Varian: 8/128 Blue,kepala cashan tiba tiba tidak tak bisa di gunakan,2,Lebih dari 1 tahun lalu
Budi,Xiaomi Poco M4 Pro 6/128 GB + 8/256 GB Garansi Resmi,Varian: 8/256 Black,Ulasan tidak ditemukan,2,Lebih dari 1 tahun lalu
sesama,Infinix Hot 12 Garansi Resmi,Varian: 6/128 Promo,udah di tulis minta warna hitam eh tetap di kirim warna hijau dan sangat kecewa,2,Lebih dari 1 tahun lalu
S***i,Xiaomi Redmi 10 4/64 GB + 6/128 GB Garansi Resmi,Varian: 4/64 Grey,"Kecewa sih packaging pengiriman tidak  bagus..  beli barang 9 Unit, datang dus HP nya ada 3 yang penyok.. padahal minta paking yang bagus. ini tidak di kasih BUBBLE WRAP....",2,Lebih dari 1 tahun lalu
RaonArt,Realme GT Neo 3 8/256GB + 12/256GB Garansi Resmi,Varian: 8/256 Promo,"minta warna putih dikasih biru, lain kali tolong diperhatikan pesanan pembeli, jangan asal kirim
tq",2,7 bulan lalu
Leonardo,Xiaomi Poco X5 5G 6/128GB + 8/256 GB Garansi Resmi,Varian: 8/256 promo,Barang yang di jual repack tapi penjual dari awal ga jujur. taunya setelah cek di aktivasi garansi xiaomi. dan hp masalah speed wifi ga maksimal di banding hp samsung s7...,2,7 bulan lalu
rhizal,Realme C51 4/64 GB + 4/128 GB Garansi Resmi,Varian: 4/128 Green,hp baru tpi kaya bekas.layar bnyak bekas tangan.dn tidak ad tampered glass bawaan hp.,2,7 bulan lalu
a***n,ITEL S23 8/128 GB Garansi Resmi,Varian: 8/128 Promo,m,2,7 bulan lalu
A***a,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 6/128 Green,Ulasan tidak ditemukan,2,5 bulan lalu
ahmad,Samsung Galaxy A05s 6/128 GB Garansi Resmi,Varian: 6/128 Promo,"kwalitas kamerany ,kadang buram ,ga sama kaya samsung asliny, hpny enteng kaya hp illegal,mudah2 han pnjual bkal mendapatkan balassan yg sama,sy sblum mnbeli lihat komen2...",2,7 bulan lalu
Raissa,Tecno Spark 20c NFC 4/128 GB + 8/128 GB Garansi Resmi Tecno Indonesia,Varian: 4/128 Black,penjual dalam mengasih keterangan tdk sesuai dan kurirnya terlalu lama mengantarkannya,2,5 bulan lalu
S***a,Infinix Zero 30 4G 8/256 GB Garansi Resmi,Varian: 8/256 White,saya ganti bintangnya karena baru ada respon jawaban dari pihak toko,2,8 bulan lalu
c***a,Vivo Y02 3/32 GB Garansi Resmi,Varian: 3/32 promo,beli disini harus extra sabar ya gaes,2,5 bulan lalu
Iko,Infinix Note 30 Pro 8/256 GB Garansi Resmi,Varian: 8/256 Black,"curiga repacking cuman gak mau sudzon, kotak dalam robek gitu",2,Lebih dari 1 tahun lalu
W***u,Realme C53 NFC 6/128 GB Garansi Resmi,Varian: 6/128 Gold,"hotspot cuma bisa dipake awal aja, setelahnya nggak bisa dipake, pengiriman rekomendasi lambat, hampir 1 Minggu barang baru sampe",2,8 bulan lalu
H***y,Xiaomi 12 Lite 5G 8/256 GB Garansi Resmi,Varian: 8/256 Promo,"aktifitas sudah jalan 3 bulan,padahal pembelian baru 1bulan lewat 8 hari.
dan hp agak sedikit bengkok.",2,Lebih dari 1 tahun lalu
Septanel,Vivo V27 5G 8/256 GB Garansi Resmi,Varian: 8/256 Gold,"Pengiriman pakai si cepat ekspres jadi si lambat superr ekspres,,, estimasi tiba sudah lewat tiba² diperpanjang lagi estimasinya,, terpaksa jemput sendiri walau sudah bya...",2,Lebih dari 1 tahun lalu
F***h,Vivo V27 5G 8/256 GB Garansi Resmi,Varian: 8/256 Black,Ulasan tidak ditemukan,2,Lebih dari 1 tahun lalu
Miftah,Xiaomi Redmi Note 11 4/128 GB Garansi Resmi,Varian: 4/128 Grey,semuanya bagus tp batre lobet terus pdahal masih 15% batrenya sempet ngga bisa di cas hapenya,2,Lebih dari 1 tahun lalu
mahrozi,Vivo V29e 5G 8/256 GB Garansi Resmi Vivo Indonesia,Varian: 8/256 Promo,minta warna hitam di kasih slver,2,8 bulan lalu
M***o,Vivo Y27 5G 6/128 GB Garansi Resmi,Varian: 6/128 AC,minta ungu dikirim hitam hadeh....,2,9 bulan lalu
Ahmad,Tecno Pova 5 8/256GB [RAM 8 + 8 Extend] Garansi Resmi,Varian: 8/256 Promo,Ulasan tidak ditemukan,2,4 bulan lalu
MOHAMAD,Xiaomi Redmi 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/256 Black,Ulasan tidak ditemukan,2,4 bulan lalu
b***n,Samsung Galaxy A54 5G 8/128 GB + 8/256 GB Garansi Resmi,Varian: 8/256 Promo,repack yah repack tapi bukan yg 4 bulan   juga kaliii dibilang baru,2,4 bulan lalu
P***u,Samsung Galaxy A05s 6/128 GB Garansi Resmi,Varian: 6/128 Promo,"Barang aneh, barang inter bukan pabrikan Indonesia. baterai sedikit kembung mungkin ini yang bikin kapasitas baterai 5000 MAh cepat habis.

TERIMAKASIH ATAS PENGALAMANNYA...",2,4 bulan lalu
A***i,Xiaomi Redmi 10 5G 4/128GB + 6/128GB Garansi Resmi,Varian: 6/128 Silver,Ulasan tidak ditemukan,2,3 bulan lalu
A***y,Hair Dryer OMFU 800W Pengering rambut Multi-level,Varian barang tidak ditemukan,"barang bagus murah kirim cepat! gada kurangnya. cmn sayang GAK panas. padahal beli buat wrap paking dus HP bukan buat keringin rambut 🙏
jadi terpaksa beli lagi 2x merk y...",2,Lebih dari 1 tahun lalu
Soleh,Infinix Smart 8 Pro 8/128 GB [8GB+128GB] Garansi Resmi Infinix indo,Varian: 8/128 Black,Pengiriman nya super lama😥😥😥,2,3 bulan lalu
fanny,Infinix Note 30 8/256 GB Garansi Resmi,Varian: 8/256 Promo,Ulasan tidak ditemukan,2,3 bulan lalu
A***e,Infinix Note 40 [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,Varian: 8/256 Black,Barang rusak gag bisa di retur.,2,3 bulan lalu
m***d,Vivo Y27 4G 6/128GB Garansi Resmi,Varian: 6/128 Promo,Ini gimana om,2,6 bulan lalu
toto,Samsung Galaxy M15 5G [6/128 GB] Garansi Resmi Samsung Indonesia,Varian: 6/128 Promo,barang ternyata repack bukan segel ori.  dikirim dalam mode udah nyala baterai tinggal 2 persen dan banyak bekas sidik jadi di hpnya.,2,1 bulan lalu
s***i,Infinix Note 40 [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,Varian: 8/256 Grey,WARNA TIDAK SESUAI VARIAN,2,3 minggu lalu
s***i,Infinix Note 40 [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,Varian: 8/256 Grey,WARNA TIDAK SESUAI VARIAN..CLICKBAIT 🤬🤬,2,3 minggu lalu
dedy,Tecno Spark 20 NFC 8/256 GB Garansi Resmi Tecno Indonesia,Varian: 8/256 Promo,Hh,2,2 bulan lalu
Muhammad,Xiaomi Redmi 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/128 promo,Ulasan tidak ditemukan,2,2 bulan lalu
afat,Vivo Y18 NFC [4/64GB] [4/128GB] [6/128GB] Garansi Resmi Vivo Indonesia,Varian: 4/64 Promo,penyok parah..packing kurang aman,2,1 bulan lalu
yadi,Xiaomi Redmi 13 NFC [8/128 GB] [8/256 GB] Garansi Resmi Xiaomi Indonesia,Varian: 8/128 Black,"pengiriman cepat 
langsung respon toko nya",2,1 minggu lalu
Muhammad,Tecno Pova 6 [8/256 GB] [12/256 GB] Garansi Resmi Tecno Indonesia,Varian: 12/256 Blue,"halo saya merasa bermasalah dengan jaringan di hp ini. saat saya bermain game moba, lag sangat terasa. saya bandingan dengan hp saya yang dulu dengan spesifikasi hp yang...",2,6 hari lalu
Risal,XIAOMI REDMI 2 - 8GB,Varian barang tidak ditemukan,Ulasan tidak ditemukan,3,Lebih dari 1 tahun lalu
N***t,XIAOMI REDMI NOTE 7 RAM 4/64 GB CAMERA 12 MP ROM GLOBAL,Varian barang tidak ditemukan,Pesen black.. dikirim blue... bilang bisa dikirim hari yang sama. Tapi ga di proses.. kecewa,3,Lebih dari 1 tahun lalu
,LENOVO S5 RAM 4/64 GB GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,"banyak pada penyok,segel sudah di terbuka,tanpa wrap plastik",3,Lebih dari 1 tahun lalu
,XIAOMI REDMI 6A RAM 2/16 GB GARANSI TAM,Varian barang tidak ditemukan,"Beli 2 , yg 1 plastik sobek hiks",3,Lebih dari 1 tahun lalu
,XIAOMI REDMI 6A RAM 2/16 GB GARANSI TAM,Varian barang tidak ditemukan,"Ada yang penyok 1 unit entahlah mungkin karena packing bubble tanpa dus ,mohon ke depan nya lebih baik lagi",3,Lebih dari 1 tahun lalu
,LENOVO S5 RAM 4/64 GB GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,"review untuk para reseller,dus nya telanjang tidak pakai wrap plastik,dan pada penyok di sana sini,tidak ada segel dus,hanya ada  2 segel dari lenovo yg sudah void semua....",3,Lebih dari 1 tahun lalu
Tony,XIAOMI REDMI NOTE 6 PRO RAM 4/64 GB GARANSI RESMI TAM,Varian barang tidak ditemukan,Packingnya kurang rapi... Dus nya ada penyok dikit. Pengiriman cepat.,3,Lebih dari 1 tahun lalu
Hariyanto,XIAOMI REDMI NOTE 7 RAM 4/64 GB GLOBAL VERSION GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,Coba dulu kalo ok baru jempol,3,Lebih dari 1 tahun lalu
Ahmad,REDMI NOTE 7 RAM 6/64 GLOBAL GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,Ulasan tidak ditemukan,3,Lebih dari 1 tahun lalu
,,Varian barang tidak ditemukan,"Barang biasa aja sesuai dgn hrg. Barangnya yg luar biasa lama sampai ntah salah toped atau seller , rasanya mmg toped yg ga beres , gosend skrg sudah lama sampenya. Makin...",3,Lebih dari 1 tahun lalu
Ivan,Xiaomi 11T / Xiaomi Mi 11T 8/256 GB Garansi Resmi,Varian: 8/256 Blue,baterenya cepet banget abis,3,Lebih dari 1 tahun lalu
R***y,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/256 Promo,"Barangnya original 👍 untuk pelayanan tokonya jempolan mantap,hp nya ok,cmn layarnya mengecewakan menurut saya pribadi gambar yg dihasilkan cenderung terlalu merah,foto b...",3,Lebih dari 1 tahun lalu
Rian,XIAOMI MI 8 LITE RAM 6/64 GB,Varian barang tidak ditemukan,"Anggep aj lagi apes dapet backdoor yg ga rapet, semoga ga ad masalah buat kedepanya TKS gan..",3,Lebih dari 1 tahun lalu
Romi,LENOVO S5 RAM 4/64 GB GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,Barang mantap........,3,Lebih dari 1 tahun lalu
Vindy,XIAOMI MI 8 LITE RAM 4/64 GB GLOBAL VERSION GARANSI DISTRIBUTOR,Varian barang tidak ditemukan,"Lumayan kecewa banget karna dapet barang yg gk Segel, padahal buat jual lagi..",3,Lebih dari 1 tahun lalu
A***i,Hair Dryer OMFU 800W Pengering rambut Multi-level,Varian barang tidak ditemukan,"Hair dryernya berisik, tapi berfungsi dengan baik",3,Lebih dari 1 tahun lalu
P***s,LENOVO S5 RAM 4/64 GB GARANSI DISTRIBUTOR,Varian: Merah,Belanja 2 apa 3x disini lupa lupa inget.. tp semua ok sihh.. wlpn sy beli buat jual lagi.. thx ya.. sukses sll boss..,3,Lebih dari 1 tahun lalu
k***a,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: 6GB 64GB - Grey,barang sudah sampai,3,Lebih dari 1 tahun lalu
Gema,Realme 9 Pro Plus 5G 8/128 GB + 8/256 GB Garansi Resmi,Varian: 8/128 Green,"hp aman, pengiriman juga aman. TAPI, saya kan jarang pake kamera. terus kemarin-kemarin baru sadar kalo kameranya aneh: di bagian tengah, warnanya merah.",3,Lebih dari 1 tahun lalu
Owen,Infinix Note 12 VIP 8/256 GB Garansi Resmi,Varian: 8/256 Promo,"packing tidak pakai bubble . 
hasil nya bisa lihat sendiri di foto .",3,Lebih dari 1 tahun lalu
B***i,Infinix Hot 12i 4/64 GB Garansi Resmi,Varian: 4/64 Promo,"order 2u yg 1 penyok,mungkin packingnya perlu ditingkatkan lagi",3,Lebih dari 1 tahun lalu
i***s,Vivo Y22 4/64GB [RAM 4GB + 1 GB Extended] Garansi Resmi,Varian: 4/64 Promo,"pengiriman cepet ,seller ramah  ,tapi kecewa ini minta warna green di kirim starblue tanpa konfirmasi",3,Lebih dari 1 tahun lalu
miyarti,Infinix Smart 6 HD 2/32 GB Garansi resmi,Varian: 2/32 promo,tidak dapat temper glas nya...,3,Lebih dari 1 tahun lalu
Tanti,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,Varian: 6/128 Twilight,ada cahaya merah ditengah hp,3,Lebih dari 1 tahun lalu
LiA,Infinix Hot 12 Play 4/64 GB (RAM 4GB + 3GB Extend) Garansi Resmi,Varian: 4/64 Black,Ini Emang ga ada segel infinix di kanan kiri pojok dos atau gimana kurang paham.... semoga aman² saja,3,Lebih dari 1 tahun lalu
I***a,Redmi 9c 3/32 & 4/64 GB Garansi Resmi IMEI Terdaftar,Varian: 4/64 Promo,"sudah deal warna, tapi di kirim berbeda sama sekali dr yg di tawarkan",3,Lebih dari 1 tahun lalu
a***a,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/256 Promo,repack,3,Lebih dari 1 tahun lalu
R***y,Xiaomi 11T Pro / Xiaomi Mi 11T Pro 8/256GB + 12/256GB Garansi Resmi,Varian: 12/256 Grey,👏👏👏👏👏,3,Lebih dari 1 tahun lalu
Kiki,Infinix Hot 12 Garansi Resmi,Varian: 6/128 White,kurir ya lambat..,3,Lebih dari 1 tahun lalu
Bagus,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/256 Blue,lama pengemasan,3,Lebih dari 1 tahun lalu
E***g,Infinix Hot 11 play Garansi Resmi,Varian: 4/64 Promo,"haduh repack gan, padahal klo beli biasanya gx repack, pas order udah di tulis juga no repack, eh dikirim barang repack",3,Lebih dari 1 tahun lalu
N***s,Infinix hot 12 Pro NFC 8/128 GB Garansi Resmi,Varian: 8/128 White,kameranya kurang bagus gan,3,Lebih dari 1 tahun lalu
D***l,Xiaomi Poco M4 Pro 6/128 GB + 8/256 GB Garansi Resmi,Varian: 6/128 Black,pecah gayss TG nya,3,Lebih dari 1 tahun lalu
h***y,Infinix Hot 12 Play 4/128GB (RAM 4GB + 3GB Extend) Garansi Resmi,Varian: 4/128 Black,"sementara 3⭐⭐⭐ dulu karena masih belum tau bagus ngga nya....
dan semoga awet,,,",3,Lebih dari 1 tahun lalu
S***I,Realme C35 4/64GB + 4/128GB Garansi Resmi,Varian: 4/128 Green,"Pengantaran lama, but overall good 👍",3,Lebih dari 1 tahun lalu
D***i,Vivo Y16 3/32 GB Garansi Resmi,Varian: 3/32 Gold,"sy tidak bisa menilai terkait produk karena barang hilang dalam perjalanan (pihak kurir menghilang dan investigasi dinyatakan selesai serta dana dikembalikan).
Sy post jg...",3,Lebih dari 1 tahun lalu
A***i,Infinix Zero 20 8/256 GB Garansi Resmi,Varian: 8/256 Gold,"bubble kurang tebal . 
paket penyok lumayan parah . 
produk sesuai dengan deskripsi . 
sekian dan terima kasih .",3,Lebih dari 1 tahun lalu
Agus,Realme 9 RAM 6/128GB + 8/128GB Garansi Resmi,Varian: 8/128 Black,fast respon packing aman... tapi power on/off sedikit ada masalah,3,Lebih dari 1 tahun lalu
r***a,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,Varian: 8/128 Promo,"Sering error, isi batrei lama, aplikasi wa tak kliatan nama kalo ada telp masuk",3,Lebih dari 1 tahun lalu
Munisah,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,Varian: 4/128 Twilight,Thanks...😚,3,Lebih dari 1 tahun lalu
Endang,Infinix Note 12 VIP 8/256 GB Garansi Resmi,Varian: 8/256 Grey,"fast respon , pengiriman cepat ... dus penyok dikit bos",3,Lebih dari 1 tahun lalu
Suhartanto,Infinix Hot 11 play Garansi Resmi,Varian: 4/64 Blue,barang sesuai dengan gambarnya,3,Lebih dari 1 tahun lalu
Tantra,Tecno Spark 20 NFC 8/256 GB Garansi Resmi Tecno Indonesia,Varian: 8/256 Promo,"Warna yg dipesan tidak sesuai. Order warna hitam, sampe warna putih.",3,6 bulan lalu
achmad,ITEL S23 8/128 GB Garansi Resmi,Varian: 8/128 Promo,Ulasan tidak ditemukan,3,10 bulan lalu
Y***s,Vivo Y27s NFC 8/128 GB + 8/256 GB Garansi Resmi,Varian: 8/256 Promo,warna berbeda sama yang di pesan,3,6 bulan lalu
D***i,Tecno Pova 5 Pro 5G 8/256 GB [RAM 8+8 Extend] Garansi Resmi,Varian: 8/256 Promo,"maaf ya sedikit kecewa karena dikasih warna silver, padahal di chat udh minta warna dark dan penjual udah mengiyakan",3,6 bulan lalu
M***a,Infinix Hot 12 Play 4/128GB (RAM 4GB + 3GB Extend) Garansi Resmi,Varian: 4/128 Black,agak ngelag dan gak dapat headset,3,Lebih dari 1 tahun lalu
Y***i,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 6/128 Purple,kualitas warna di video dan gambar kurang bagus. warnanya ngga soft dan ngga nyaman dilihat.,3,Lebih dari 1 tahun lalu
I***a,Infinix Zero 5G 8/128 GB Garansi Resmi,Varian: 8/128 Orange,"Bingung mau ngasih ulasan apa, soalnya hpnya ilang sama kurir. Tapi duit tetap direfund asuransi tokped",3,Lebih dari 1 tahun lalu
Matwin,Xiaomi Redmi Note 11 Pro 5G 8/128 GB Garansi Resmi,Varian: 8/128 Blue,"Tertulis pesanan di proses +-4jam, tapi ini proses 3 hari baru dikirim, sudah lama proses packing juga mengecewakan,
Nilai plus produk bagus.",3,Lebih dari 1 tahun lalu
opet,VIVO Y17S 6/128 GB Garansi Resmi,Varian: 4/64 Promo,7,3,7 bulan lalu
J***R,Infinix note 11 pro 8/128GB ( 8GB + 3GB Extend RAM ) Garansi Resmi,Varian: 8/128 Grey,Proses pesanan cepat,3,Lebih dari 1 tahun lalu
w***i,Infinix Smart 6 GB Garansi Resmi,Varian: 2/32 Ocean,"dus penyet, packingan ngk aman",3,Lebih dari 1 tahun lalu
A***m,Vivo V21 5G 8/128 GB Garansi Resmi Vivo Indonesia,Varian: Dusk Blue,produk oke gada masalah. packing jg bagus. hanya aja pelayanannya payah. ramah kalo blm dibayar doang. setelahnya ya dijawab seenaknya doang 👎🏿,3,Lebih dari 1 tahun lalu
irwan,Vivo V23e 8/128 GB Garansi Resmi,Varian: 8/128 Sunshine,"pelayanan mohon di tingkat kan,lebih ramah lagi 😇",3,Lebih dari 1 tahun lalu
Sony,Infinix Note 11 NFC Garansi Resmi,Varian: NFC 6/128 Black,"kabel charger tidak support fast charging/super charge, setelah ditukar dengan kabel merk lain baru muncul ""super charge"" .",3,Lebih dari 1 tahun lalu
Balya,Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,Varian: 8/256 Blue,"pelayanan cepat dan ramah. 
packing bubble wrap tipis banget sampai dusnya ada yang penyok",3,Lebih dari 1 tahun lalu
D***i,Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,Varian: 6/128 Blue,apa yg disampaikan di chat ga sesuai,3,Lebih dari 1 tahun lalu
m***d,Infinix Hot 10 Play Garansi Resmi,Varian: 3/32 Blue,"di deskripsi warna Blue ready , pada kenyataan nya kosong , di tambah kurir nya lambat",3,Lebih dari 1 tahun lalu
Djoko,Vivo Y20S 8/128 GB Garansi Resmi Vivo Indonesia,Varian: Obsidian Black,"Barang OK cuma ujung dus hp penyok. Packing tanpa kardus tambahan, hanya dibungkus bubble wrap dan tipis. 
Saran saya. kalo tanpa kardus tambahan sebaiknya bubble wrapnya...",3,Lebih dari 1 tahun lalu
M***g,Poco F3 6/128GB + 8/256GB Garansi Resmi,Varian: 6/128 White,"sayangnya repack, baru beli hari ini tapi udh aktif dari bulan kemarin. semoga gk ada masalah. seenggaknya kalau gk ditulis di deskripsi kasih tau pembeli dulu sebelum ki...",3,Lebih dari 1 tahun lalu
A***s,Xiaomi Redmi 10 4/64 GB + 6/128 GB Garansi Resmi,Varian: 4/64 White,Charger tidak berfungsi. Jadi nya harus beli lagi deh. Konsultasi dgn seller tapi disuruh ke service centre. Abis itu minta surat kesana baru kirim ke toko. Hadeuh bolak...,3,Lebih dari 1 tahun lalu
Insan,Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi,Varian: 6/128 Grey,Barangnya original 👍. Kemasan disegel. Spesifikasi sesuai . Warna sesuai pesanan. Kelengkapan sesuai.,3,Lebih dari 1 tahun lalu
m***a,Xiaomi Redmi 9T 4/64GB + 6/128GB Garansi Resmi,Varian: [6/128] Grey,kiriman cepat tapi minta grey dikirim black,3,Lebih dari 1 tahun lalu
des,Poco M3 4/64 GB - 6/128 GB Resmi,Varian: [4/64] Blue,mantapBarangnya original 👍.,3,Lebih dari 1 tahun lalu
M***d,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: [8/128] Grey,"Produk original, barang resmi bergaransi, hardware build quality dan spec mumpuni. Tapi OSnya (Mi OS)  mungkin ngga cocok untuk sebagian orang ya.",3,Lebih dari 1 tahun lalu
Edi,Vivo V23 5G 8/128GB (RAM 8GB + 4GB Extended) Garansi Resmi,Varian: 8/128 Black,Barangnya original 👍. Kemasan disegel. Ada garansi resmi. Warna sesuai pesanan. Spesifikasi sesuai . Kelengkapan sesuai.,3,Lebih dari 1 tahun lalu
Endangkusniati,Realme Narzo 50i 4/64 GB Garansi Resmi,Varian: 4/64 Green,paking kurang baik gak ada buble,3,Lebih dari 1 tahun lalu
H***n,"Infinix Smart 5 2/32 & 3/64 GB Garansi Resmi, IMEI terdaftar",Varian: 3GB 64GB - Cyan,ko dus nya nggak pake plastik sya hp seken aja ka,3,Lebih dari 1 tahun lalu
Uneed,"Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar",Varian: [2/32] Blue,"barang bagus , tapi kartu garansi nya ?",3,Lebih dari 1 tahun lalu
Tawa,Redmi Note 10 4/64GB + 6/128GB Garansi Resmi,Varian: 4/64 Grey,"barang sesuai dengan pesanan, tapi lama pengiriman",3,Lebih dari 1 tahun lalu
pujiyati,Realme Narzo 50i 4/64 GB Garansi Resmi,Varian: 4/64 Black,kardus box penyok😭😭,3,Lebih dari 1 tahun lalu
Z***L,Realme C11 2021 2/32 GB Garansi Resmi,Varian: 2/32 Blue,"Alhamdulillah paket nyampe dengan selamat, pelanggan baru terima, untung gak marah. seller n kurir lama....",3,Lebih dari 1 tahun lalu
